segment_id	segment_text	comment_text
pli-tv-kd14:8.1.6	He says,	NA
pli-tv-kd14:8.1.7	‘I haven’t committed an offense entailing expulsion, but one entailing suspension.’	NA
pli-tv-kd14:8.1.8	If the Sangha makes him act according to an offense entailing suspension,	NA
pli-tv-kd14:8.1.9	then that acting according to what’s been admitted is illegitimate.	NA
pli-tv-kd14:8.1.10	It may be that a monk has committed an offense entailing expulsion.	NA
pli-tv-kd14:8.1.11	The Sangha, several monks, or a single monk accuses him, saying,	NA
pli-tv-kd14:8.1.12	‘Venerable, you’ve committed an offense entailing expulsion.’	NA
pli-tv-kd14:8.1.13	He says,	NA
pli-tv-kd14:8.1.14	‘I haven’t committed an offense entailing expulsion, but a serious offense …	NA
pli-tv-kd14:8.1.15	but an offense entailing confession …	NA
pli-tv-kd14:8.1.16	but an offense entailing acknowledgment …	NA
pli-tv-kd14:8.1.17	but an offense of wrong conduct …	NA
pli-tv-kd14:8.1.18	but an offense of wrong speech.’	NA
pli-tv-kd14:8.1.19	If the Sangha makes him act according to an offense of wrong speech,	NA
pli-tv-kd14:8.1.20	then that acting according to what’s been admitted is illegitimate.	NA
pli-tv-kd14:8.1.21	It may be that a monk has committed an offense entailing suspension …	NA
pli-tv-kd14:8.1.22	a serious offense …	NA
pli-tv-kd14:8.1.23	an offense entailing confession …	NA
pli-tv-kd14:8.1.24	an offense entailing acknowledgment …	NA
pli-tv-kd14:8.1.25	an offense of wrong conduct …	NA
pli-tv-kd14:8.1.26	an offense of wrong speech.	NA
pli-tv-kd14:8.1.27	The Sangha, several monks, or a single monk accuses him, saying,	NA
pli-tv-kd14:8.1.28	‘Venerable, you’ve committed an offense of wrong speech.’	NA
pli-tv-kd14:8.1.29	He says,	NA
pli-tv-kd14:8.1.30	‘I haven’t committed an offense of wrong speech, but an offense entailing expulsion.’	NA
pli-tv-kd14:8.1.31	If the Sangha makes him act according to an offense entailing expulsion,	NA
pli-tv-kd14:8.1.32	then that acting according to what’s been admitted is illegitimate.	NA
pli-tv-kd14:8.1.33	It may be that a monk has committed an offense of wrong speech.	NA
pli-tv-kd14:8.1.34	The Sangha, several monks, or a single monk accuses him, saying,	NA
pli-tv-kd14:8.1.35	‘Venerable, you’ve committed an offense of wrong speech.’	NA
pli-tv-kd14:8.1.36	He says,	NA
pli-tv-kd14:8.1.37	‘I haven’t committed an offense of wrong speech, but an offense entailing suspension …	NA
pli-tv-kd14:8.1.38	but a serious offense …	NA
pli-tv-kd14:8.1.39	but an offense entailing confession …	NA
pli-tv-kd14:8.1.40	but an offense entailing acknowledgment …	NA
pli-tv-kd14:8.1.41	but an offense of wrong conduct.’	NA
pli-tv-kd14:8.1.42	If the Sangha makes him act according to an offense of wrong conduct,	NA
pli-tv-kd14:8.1.43	then that acting according to what’s been admitted is illegitimate.	NA
pli-tv-kd14:8.2.2	And how’s acting according to what’s been admitted legitimate?	NA
pli-tv-kd14:8.2.3	It may be that a monk has committed an offense entailing expulsion.	NA
pli-tv-kd14:8.2.4	The Sangha, several monks, or a single monk accuses him, saying,	NA
pli-tv-kd14:8.2.5	‘Venerable, you’ve committed an offense entailing expulsion.’	NA
pli-tv-kd14:8.2.6	He says,	NA
pli-tv-kd14:8.2.7	‘Yes, I’ve committed an offense entailing expulsion.’	NA
pli-tv-kd14:8.2.8	If the Sangha makes him act according to an offense entailing expulsion,	NA
pli-tv-kd14:8.2.9	then that acting according to what’s been admitted is legitimate.	NA
pli-tv-kd14:8.2.10	It may be that a monk has committed an offense entailing suspension …	NA
pli-tv-kd14:8.2.11	a serious offense …	NA
pli-tv-kd14:8.2.12	an offense entailing confession …	NA
pli-tv-kd14:8.2.13	an offense entailing acknowledgment …	NA
pli-tv-kd14:8.2.14	an offense of wrong conduct …	NA
pli-tv-kd14:8.2.15	an offense of wrong speech.	NA
pli-tv-kd14:8.2.16	The Sangha, several monks, or a single monk accuses him, saying,	NA
pli-tv-kd14:8.2.17	‘Venerable, you’ve committed an offense of wrong speech.’	NA
pli-tv-kd14:8.2.18	He says,	NA
pli-tv-kd14:8.2.19	‘Yes, I’ve committed an offense of wrong speech.’	NA
pli-tv-kd14:8.2.20	If the Sangha makes him act according to an offense wrong speech,	NA
pli-tv-kd14:8.2.21	then that acting according to what’s been admitted is legitimate.”	NA
pli-tv-kd14:9.1.0	5. Majority decision	NA
pli-tv-kd14:9.1.1	At one time the monks were arguing and disputing in the midst of the Sangha, attacking one another verbally, and they were unable to resolve that legal issue.	“That legal issue” refers back to the arguing and disputing just mentioned.
pli-tv-kd14:9.1.2	They told the Buddha.	NA
pli-tv-kd14:9.1.3	“I allow you to resolve such legal issues by majority decision.	NA
pli-tv-kd14:9.1.4	You should appoint a monk who has five qualities as the manager of the vote:	NA
pli-tv-kd14:9.1.5	one who isn’t biased by favoritism, ill will, confusion, or fear, and who knows who has and who hasn’t voted.	NA
pli-tv-kd14:9.1.6	And he should be appointed like this.	NA
pli-tv-kd14:9.1.7	First a monk should be asked, and then a competent and capable monk should inform the Sangha:	NA
pli-tv-kd14:9.1.8	‘Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd14:9.1.9	If the Sangha is ready, it should appoint monk so-and-so as the manager of the vote.	NA
pli-tv-kd14:9.1.10	This is the motion.	NA
pli-tv-kd14:9.1.11	Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd14:9.1.12	The Sangha appoints monk so-and-so as the manager of the vote.	NA
pli-tv-kd14:9.1.13	Any monk who approves of appointing monk so-and-so as the manager of the vote should remain silent.	NA
pli-tv-kd14:9.1.14	Any monk who doesn’t approve should speak up.	NA
pli-tv-kd14:9.1.15	The Sangha has appointed monk so-and-so as the manager of the vote.	NA
pli-tv-kd14:9.1.16	The Sangha approves and is therefore silent. I will remember it thus.’	NA
pli-tv-kd14:10.1.1	There are ten reasons why a vote is illegitimate:	NA
pli-tv-kd14:10.1.3	it’s only a minor legal issue; the full process for settling it hasn’t run its course; they haven’t tried to remember offenses and remind about offenses; the manager knows that those who speak contrary to the Teaching are in the majority; the manager expects that those who speak contrary to the Teaching will be in the majority; the manager knows that the Sangha will split; the manager expects that the Sangha will split; they vote illegitimately; they vote with an incomplete assembly; they don’t vote according to their own views.	Sp 4.204: _Na ca gatigatanti dve tayo āvāse na gataṁ, tattha tattheva vā dvattikkhattuṁ avinicchitaṁ_, “_Na ca gatigatan_: they have not gone to two or three monasteries, or they have not investigated two or three times in this or that place.” Sp 4.204: _Na ca saritasāritanti dvattikkhattuṁ tehi bhikkhūhi sayaṁ saritaṁ vā aññehi sāritaṁ vā na hoti_, “_Na ca saritasāritan_: Those monks have not themselves remembered or had others remember two or three times.” In regard to the verb _jānāti_, “knows”, it is not immediately clear who the agent is. I translate in accordance with the commentary, which specifies that it is the manager of the vote. Sp 4.204: _Jānātīti salākaṁ gāhento jānāti “adhammavādī bahutarā”ti_, “_Jānāti_: the one distributing the ballots (i.e. the manager) knows that those speaking contrary to the Teaching are in the majority.”
pli-tv-kd14:10.2.1	And there are ten reasons why a vote is legitimate:	NA
pli-tv-kd14:10.2.2	it’s not a minor legal issue; the full process for settling it has run its course; they’ve tried to remember offenses and remind about offenses; the manager knows that those who speak in accordance with the Teaching are in the majority; the manager expects that those who speak in accordance with the Teaching will be in the majority; the manager knows that the Sangha won’t split; the manager expects that the Sangha won’t split; they vote legitimately; they vote with a complete assembly; they vote according to their own views.”	NA
pli-tv-kd14:11.1.0	6. Further penalty	NA
pli-tv-kd14:11.1.1	On one occasion, when the monk Upavāḷa was being examined in the midst of the Sangha about an offense, he asserted things after denying them, denied things after asserting them, evaded the issue, and lied.	NA
pli-tv-kd14:11.1.2	The monks of few desires complained and criticized him,	NA
pli-tv-kd14:11.1.3	“How can the monk Upavāḷa act like this?”	NA
pli-tv-kd14:11.1.4	They told the Buddha. …	NA
pli-tv-kd14:11.1.5	“Is it true, monks, that the monk Upavāḷa is acting like this?”	NA
pli-tv-kd14:11.1.6	“It’s true, sir.” …	NA
pli-tv-kd14:11.1.7	After rebuking him …	NA
pli-tv-kd14:11.1.8	the Buddha gave a teaching and addressed the monks:	NA
pli-tv-kd14:11.1.9	“Well then, the Sangha should do a legal procedure of further penalty against the monk Upavāḷa.	NA
pli-tv-kd14:11.2.1	And it should be done like this.	NA
pli-tv-kd14:11.2.2	First you should accuse the monk Upavāḷa. He should then be reminded of what he has done, before he’s charged with an offense. A competent and capable monk should then inform the Sangha:	NA
pli-tv-kd14:11.2.3	‘Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd14:11.2.4	The monk Upavāḷa, while being examined in the midst of the Sangha about an offense, asserted things after denying them, denied things after asserting them, evaded the issue, and lied.	NA
pli-tv-kd14:11.2.5	If the Sangha is ready, it should do a legal procedure of further penalty against the monk Upavāḷa.	NA
pli-tv-kd14:11.2.6	This is the motion.	NA
pli-tv-kd14:11.2.7	Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd14:11.2.8	The monk Upavāḷa, while being examined in the midst of the Sangha about an offense, asserted things after denying them, denied things after asserting them, evaded the issue, and lied.	NA
pli-tv-kd14:11.2.9	The Sangha does a legal procedure of further penalty against  the monk Upavāḷa.	NA
pli-tv-kd14:11.2.10	Any monk who approves of doing a legal procedure of further penalty against the monk Upavāḷa should remain silent.	NA
pli-tv-kd14:11.2.11	Any monk who doesn’t approve should speak up.	NA
pli-tv-kd14:11.2.12	For the second time, I speak on this matter. …	NA
pli-tv-kd14:11.2.13	For the third time, I speak on this matter. …	NA
pli-tv-kd14:11.2.14	The Sangha has done a legal procedure of further penalty against the monk Upavāḷa.	NA
pli-tv-kd14:11.2.15	The Sangha approves and is therefore silent. I will remember it thus.’	NA
pli-tv-kd14:12.1.1	There are five factors of a legitimate legal procedure of further penalty:	NA
pli-tv-kd14:12.1.2	the subject of the procedure is impure; he’s shameless; he has been accused; the procedure is legitimate; the procedure is done by a unanimous assembly.”	NA
pli-tv-kd14:12.2.0	The group of twelve on illegitimate legal procedures	NA
pli-tv-kd14:12.2.1	“When a legal procedure of further penalty has three qualities, it’s illegitimate, contrary to the Monastic Law, and improperly disposed of:	NA
pli-tv-kd14:12.2.2.1	it’s done in the absence of the accused, it’s done without questioning the accused, it’s done without the admission of the accused.	NA
pli-tv-kd14:12.2.2.2	When a procedure of further penalty has another three qualities, it’s also illegitimate, contrary to the Monastic Law, and not properly resolved: it’s done against one who hasn’t committed any offense, it’s done against one who’s committed an offense that isn’t clearable by confession, it’s done against one who’s confessed their offense.	NA
pli-tv-kd14:12.2.2.3	When a procedure of further penalty has another three qualities, it’s also illegitimate, contrary to the Monastic Law, and not properly resolved: it’s done without having accused the person of their offense, it’s done without having reminded the person of their offense, it’s done without having charged the person with their offense.	NA
pli-tv-kd14:12.2.2.4	When a procedure of further penalty has another three qualities, it’s also illegitimate, contrary to the Monastic Law, and not properly resolved: it’s done in the absence of the accused, it’s done illegitimately, it’s done by an incomplete assembly.	NA
pli-tv-kd14:12.2.2.5	When a procedure of further penalty has another three qualities, it’s also illegitimate, contrary to the Monastic Law, and not properly resolved: it’s done without questioning the accused, it’s done illegitimately, it’s done by an incomplete assembly.	NA
pli-tv-kd14:12.2.2.6	When a procedure of further penalty has another three qualities, it’s also illegitimate, contrary to the Monastic Law, and not properly resolved: it’s done without the admission of the accused, it’s done illegitimately, it’s done by an incomplete assembly.	NA
pli-tv-kd14:12.2.2.7	When a procedure of further penalty has another three qualities, it’s also illegitimate, contrary to the Monastic Law, and not properly resolved: it’s done against one who hasn’t committed any offense, it’s done illegitimately, it’s done by an incomplete assembly.	NA
pli-tv-kd14:12.2.2.8	When a procedure of further penalty has another three qualities, it’s also illegitimate, contrary to the Monastic Law, and not properly resolved: it’s done against one who’s committed an offense that isn’t clearable by confession, it’s done illegitimately, it’s done by an incomplete assembly.	NA
pli-tv-kd14:12.2.2.9	When a procedure of further penalty has another three qualities, it’s also illegitimate, contrary to the Monastic Law, and not properly resolved: it’s done against one who’s confessed their offense, it’s done illegitimately, it’s done by an incomplete assembly.	NA
pli-tv-kd14:12.2.2.10	When a procedure of further penalty has another three qualities, it’s also illegitimate, contrary to the Monastic Law, and not properly resolved: it’s done without having accused the person of their offense, it’s done illegitimately, it’s done by an incomplete assembly.	NA
pli-tv-kd14:12.2.2.11	When a procedure of further penalty has another three qualities, it’s also illegitimate, contrary to the Monastic Law, and not properly resolved: it’s done without having reminded the person of their offense, it’s done illegitimately, it’s done by an incomplete assembly.	NA
pli-tv-kd14:12.2.3	When a procedure of further penalty has another three qualities, it’s also illegitimate, contrary to the Monastic Law, and improperly disposed of: it’s done without having charged the person with their offense, it’s done illegitimately, it’s done by an incomplete assembly.”	NA
pli-tv-kd14:12.3.0	The group of twelve on legitimate legal procedures	NA
pli-tv-kd14:12.3.1	“When a legal procedure of further penalty has three qualities, it’s legitimate, in accordance with the Monastic Law, and properly disposed of:	NA
pli-tv-kd14:12.3.2.1	it’s done in the presence of the accused, it’s done with the questioning of the accused, it’s done with the admission of the accused.	NA
pli-tv-kd14:12.3.2.2	When a procedure of further penalty has another three qualities, it’s also legitimate, in accordance with the Monastic Law, and properly resolved: it’s done against one who’s committed an offense, it’s done against one who’s committed an offense that’s clearable by confession, it’s done against one who hasn’t confessed their offense.	NA
pli-tv-kd14:12.3.2.3	When a procedure of further penalty has another three qualities, it’s also legitimate, in accordance with the Monastic Law, and properly resolved: it’s done after having accused the person of their offense, it’s done after having reminded the person of their offense, it’s done after having charged the person with their offense.	NA
pli-tv-kd14:12.3.2.4	When a procedure of further penalty has another three qualities, it’s also legitimate, in accordance with the Monastic Law, and properly resolved: it’s done in the presence of the accused, it’s done legitimately, it’s done by a unanimous assembly.	NA
pli-tv-kd14:12.3.2.5	When a procedure of further penalty has another three qualities, it’s also legitimate, in accordance with the Monastic Law, and properly resolved: it’s done with the questioning of the accused, it’s done legitimately, it’s done by a unanimous assembly.	NA
pli-tv-kd14:12.3.2.6	When a procedure of further penalty has another three qualities, it’s also legitimate, in accordance with the Monastic Law, and properly resolved: it’s done with the admission of the accused, it’s done legitimately, it’s done by a unanimous assembly.	NA
pli-tv-kd14:12.3.2.7	When a procedure of further penalty has another three qualities, it’s also legitimate, in accordance with the Monastic Law, and properly resolved: it’s done against one who’s committed an offense, it’s done legitimately, it’s done by a unanimous assembly.	NA
pli-tv-kd14:12.3.2.8	When a procedure of further penalty has another three qualities, it’s also legitimate, in accordance with the Monastic Law, and properly resolved: it’s done against one who’s committed an offense that’s clearable by confession, it’s done legitimately, it’s done by a unanimous assembly.	NA
pli-tv-kd14:12.3.2.9	When a procedure of further penalty has another three qualities, it’s also legitimate, in accordance with the Monastic Law, and properly resolved: it’s done against one who hasn’t confessed their offense, it’s done legitimately, it’s done by a unanimous assembly.	NA
pli-tv-kd14:12.3.2.10	When a procedure of further penalty has another three qualities, it’s also legitimate, in accordance with the Monastic Law, and properly resolved: it’s done after having accused the person of their offense, it’s done legitimately, it’s done by a unanimous assembly.	NA
pli-tv-kd14:12.3.2.11	When a procedure of further penalty has another three qualities, it’s also legitimate, in accordance with the Monastic Law, and properly resolved: it’s done after having reminded the person of their offense, it’s done legitimately, it’s done by a unanimous assembly.	NA
pli-tv-kd14:12.3.3	When a procedure of further penalty has another three qualities, it’s also legitimate, in accordance with the Monastic Law, and properly disposed of: it’s done after charging the person with their offense, it’s done legitimately, it’s done by a unanimous assembly.”	NA
pli-tv-kd14:12.4.0	The group of six on wishing	NA
pli-tv-kd14:12.4.1	“When a monk has three qualities, the Sangha may, if it wishes, do a legal procedure of further penalty against him:	NA
pli-tv-kd14:12.4.2	he’s quarrelsome, argumentative, and a creator of legal issues in the Sangha;	NA
pli-tv-kd14:12.4.3	he’s ignorant and incompetent, often committing offenses, and lacking in boundaries;	NA
pli-tv-kd14:12.4.4	he’s constantly and improperly socializing with householders.	NA
pli-tv-kd14:12.4.6	When a monk has another three qualities, the Sangha may, if it wishes, do a procedure of further penalty against him:	NA
pli-tv-kd14:12.4.7	he has failed in the higher morality; he has failed in the higher conduct; he has failed in the higher view.	NA
pli-tv-kd14:12.4.9	When a monk has another three qualities, the Sangha may, if it wishes, do a procedure of further penalty against him:	NA
pli-tv-kd14:12.4.10	he disparages the Buddha; he disparages the Teaching; he disparages the Sangha.	NA
pli-tv-kd14:12.4.12	The Sangha may, if it wishes, do a procedure of further penalty against three kinds of monks:	NA
pli-tv-kd14:12.4.13	those who are quarrelsome, argumentative,	NA
pli-tv-kd14:12.4.14	and creators of legal issues in the Sangha;	NA
pli-tv-kd14:12.4.15	those who are ignorant and incompetent, often committing offenses, and lacking in boundaries;	NA
pli-tv-kd14:12.4.16	those who are constantly and improperly socializing with householders.	NA
pli-tv-kd14:12.4.18	The Sangha may, if it wishes, do a procedure of further penalty against three other kinds of monks:	NA
pli-tv-kd14:12.4.19	those who’ve failed in the higher morality; those who’ve failed in the higher conduct; those who’ve failed in the higher view.	NA
pli-tv-kd14:12.4.21	The Sangha may, if it wishes, do a procedure of further penalty against three other kinds of monks:	NA
pli-tv-kd14:12.4.22	those who disparage the Buddha; those who disparage the Teaching; those who disparage the Sangha.”	NA
pli-tv-kd14:12.5.0	The eighteen kinds of conduct	NA
pli-tv-kd14:12.5.1	“A monk who's had a legal procedure of further penalty done against him should conduct himself properly.	NA
pli-tv-kd14:12.5.2	This is the proper conduct:	NA
pli-tv-kd14:12.5.3	He shouldn’t give the full ordination.	NA
pli-tv-kd14:12.5.4	He shouldn’t give formal support.	NA
pli-tv-kd14:12.5.5	He shouldn’t have a novice monk attend on him.	NA
pli-tv-kd14:12.5.6	He shouldn’t accept being appointed as an instructor of the nuns.	NA
pli-tv-kd14:12.5.7.1	Even if appointed, he shouldn’t instruct the nuns.	NA
pli-tv-kd14:12.5.7.2	He shouldn’t commit the same offense as the offense for which the Sangha did the procedure of further penalty against him.	NA
pli-tv-kd14:12.5.7.3	He shouldn’t commit an offense similar to the offense for which the Sangha did the procedure of further penalty against him.	NA
pli-tv-kd14:12.5.7.4	He shouldn’t commit an offense worse than the offense for which the Sangha did the procedure of further penalty against him.	NA
pli-tv-kd14:12.5.7.5	He shouldn’t criticize the procedure.	NA
pli-tv-kd14:12.5.7.6	He shouldn’t criticize those who did the procedure.	NA
pli-tv-kd14:12.5.7.7	He shouldn’t cancel the observance-day procedure of a regular monk.	NA
pli-tv-kd14:12.5.7.8	He shouldn’t cancel the invitation of a regular monk.	NA
pli-tv-kd14:12.5.7.9	He shouldn’t direct a regular monk.	NA
pli-tv-kd14:12.5.7.10	He shouldn’t give instructions to a regular monk.	NA
pli-tv-kd14:12.5.7.11	He shouldn’t ask a regular monk for permission to accuse him of an offense.	NA
pli-tv-kd14:12.5.7.12	He shouldn’t accuse a regular monk of an offense.	NA
pli-tv-kd14:12.5.7.13	He shouldn’t remind a regular monk of an offense.	NA
pli-tv-kd14:12.5.8	He shouldn’t associate inappropriately with other monks.”	NA
pli-tv-kd14:12.6.1	The Sangha then did a legal procedure of further penalty against the monk Upavāḷa.	NA
pli-tv-kd14:13.1.0	7. Covering over as if with grass	NA
pli-tv-kd14:13.1.1	At one time, while the monks were arguing and disputing, they did and said many things unworthy of monastics.	NA
pli-tv-kd14:13.1.2	They considered this and thought,	NA
pli-tv-kd14:13.1.4	“If we deal with one another for these offenses, this legal issue might lead to harshness, nastiness, and schism.	NA
pli-tv-kd14:13.1.5	So what should we do now?”	NA
pli-tv-kd14:13.1.6	They told the Buddha.	NA
pli-tv-kd14:13.1.7	“It may be, monks, that monks who are arguing and disputing do and say many things unworthy of monastics.	NA
pli-tv-kd14:13.1.8	If they consider this and think,	NA
pli-tv-kd14:13.1.10	‘If we deal with one another for these offenses, this legal issue might lead to harshness, nastiness, and schism,’ then I allow you to resolve that legal issue by covering over as if with grass.	NA
pli-tv-kd14:13.2.1	And it should be resolved like this.	NA
pli-tv-kd14:13.2.2	Everyone should gather in one place. A competent and capable monk should then inform the Sangha:	NA
pli-tv-kd14:13.2.3	‘Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd14:13.2.4	While we were arguing and disputing, we did and said many things unworthy of monastics.	NA
pli-tv-kd14:13.2.5	If we deal with one another for these offenses, this legal issue might lead to harshness, nastiness, and schism.	NA
pli-tv-kd14:13.2.6	If the Sangha is ready, it should resolve this legal issue by covering over as if with grass, except for heavy offenses and offenses connected with householders.’	NA
pli-tv-kd14:13.2.7	The monks belonging to one side should then be informed by a competent and capable monk belonging to their own side:	NA
pli-tv-kd14:13.2.8	‘Please, venerables, I ask you to listen.	NA
pli-tv-kd14:13.2.9	While we were arguing and disputing, we did and said many things unworthy of monastics.	NA
pli-tv-kd14:13.2.10	If we deal with one another for these offenses, this legal issue might lead to harshness, nastiness, and schism.	NA
pli-tv-kd14:13.2.11	If the venerables are ready, then, for your benefit and for my own, I will confess in the midst of the Sangha both your and my own offenses by covering over as if with grass, except for heavy offenses and offenses connected with householders.’	NA
pli-tv-kd14:13.2.12	And the monks belonging to the other side should be informed by a competent and capable monk belonging to their own side:	NA
pli-tv-kd14:13.2.13	‘Please, venerables, I ask you to listen.	NA
pli-tv-kd14:13.2.14	While we were arguing and disputing, we did and said many things unworthy of monastics.	NA
pli-tv-kd14:13.2.15	If we deal with one another for these offenses, this legal issue might lead to harshness, nastiness, and schism.	NA
pli-tv-kd14:13.2.16	If the venerables are ready, then, for your benefit and for my own, I will confess in the midst of the Sangha both your and my own offenses by covering over as if with grass, except for heavy offenses and offenses connected with householders.’	NA
pli-tv-kd14:13.3.1	A competent and capable monk belonging to one side should then inform the Sangha:	I here follow the PTS reading, _ekatopakkhikānaṁ bhikkhūnaṁ_, as opposed to the MS reading, _athāparesaṁ ekatopakkhikānaṁ bhikkhūnaṁ_. With the MS reading there is no distinction between the two groups of monks.
pli-tv-kd14:13.3.2	‘Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd14:13.3.3	While we were arguing and disputing, we did and said many things unworthy of monastics.	NA
pli-tv-kd14:13.3.4	If we deal with one another for these offenses, this legal issue might lead to harshness, nastiness, and schism.	NA
pli-tv-kd14:13.3.5	If the Sangha is ready, then, for the benefit of these venerables and myself, I will confess in the midst of the Sangha both their and my own offenses by covering over as if with grass, except for heavy offenses and offenses connected with householders.	NA
pli-tv-kd14:13.3.6	This is the motion.	NA
pli-tv-kd14:13.3.7	Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd14:13.3.8	While we were arguing and disputing, we did and said many things unworthy of monastics.	NA
pli-tv-kd14:13.3.9	If we deal with one another for these offenses, this legal issue might lead to harshness, nastiness, and schism.	NA
pli-tv-kd14:13.3.10	For the benefit of these venerables and myself, I confess in the midst of the Sangha both their and my own offenses by covering over as if with grass, except for heavy offenses and offenses connected with householders.	NA
pli-tv-kd14:13.3.11	Any monk who approves of confessing our offenses in the midst of the Sangha by covering over as if with grass, except for heavy offenses and offenses connected with householders, should remain silent.	NA
pli-tv-kd14:13.3.12	Any monk who doesn’t approve should speak up.	NA
pli-tv-kd14:13.3.13	We have confessed our offenses in the midst of the Sangha by covering over as if with grass, except for heavy offenses and offenses connected with householders.	NA
pli-tv-kd14:13.3.14	The Sangha approves and is therefore silent. I will remember it thus.’	NA
pli-tv-kd14:13.3.15	And a competent and capable monk belonging to the other side should inform the Sangha:	NA
pli-tv-kd14:13.3.16	‘Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd14:13.3.17	While we were arguing and disputing, we did and said many things unworthy of monastics.	NA
pli-tv-kd14:13.3.18	If we deal with one another for these offenses, this legal issue might lead to harshness, nastiness, and schism.	NA
pli-tv-kd14:13.3.19	If the Sangha is ready, then, for the benefit of these venerables and myself, I will confess in the midst of the Sangha both their and my own offenses by covering over as if with grass, except for heavy offenses and offenses connected with householders.	NA
pli-tv-kd14:13.3.20	This is the motion.	NA
pli-tv-kd14:13.3.21	Please, venerables, I ask the Sangha to listen.	NA
pli-tv-kd14:13.3.22	While we were arguing and disputing, we did and said many things unworthy of monastics.	NA
pli-tv-kd14:13.3.23	If we deal with one another for these offenses, this legal issue might lead to harshness, nastiness, and schism.	NA
pli-tv-kd14:13.3.24	For the benefit of these venerables and myself, I confess in the midst of the Sangha both their and my own offenses by covering over as if with grass, except for heavy offenses and offenses connected with householders.	NA
pli-tv-kd14:13.3.25	Any monk who approves of confessing our offenses in the midst of the Sangha by covering over as if with grass, except for heavy offenses and offenses connected with householders, should remain silent.	NA
pli-tv-kd14:13.3.26	Any monk who doesn’t approve should speak up.	NA
pli-tv-kd14:13.3.27	We have confessed our offenses in the midst of the Sangha by covering over as if with grass, except for heavy offenses and offenses connected with householders.	NA
pli-tv-kd14:13.3.28	The Sangha approves and is therefore silent. I will remember it thus.’	NA
pli-tv-kd14:13.4.1	In this way those monks are cleared of those offenses, except for heavy offenses and offenses connected with householders, and except for those monks who voice their disapproval and those who are absent.”	“Voice their disapproval”  renders _diṭṭhāvikamma_, literally, “disclosure of view”. This cannot mean an objection made in the midst of the Sangha, for that would invalidate the procedure. Sp 4.214: _Ye pana “na metaṁ khamatī”ti aññamaññaṁ diṭṭhāvikammaṁ karonti … te āpattīhi na vuṭṭhahanti_, “But those who disclose their view to each other, saying, ‘I do not approve of this’ … they are not cleared of offenses.”
pli-tv-kd14:14.1.0	8. Legal issues	NA
pli-tv-kd14:14.1.1	On one occasion monks were disputing with monks, monks with nuns, and nuns with monks. Standing with the nuns, the monk Channa disputed with the monks, making others side with the nuns.	_Bhikkhunīnaṁ anupakhajja_, literally, “intruding on the nuns”. Sp 4.215: _Bhikkhunīnaṁ anupakhajjāti bhikkhunīnaṁ anto pavisitvā_, “Intruding on the nuns means having entered among the nuns.” The contextual point is that he is siding with the nuns.
pli-tv-kd14:14.1.2	The monks of few desires … complained and criticized him,	NA
pli-tv-kd14:14.1.3	“How can the monk Channa act like this?”	NA
pli-tv-kd14:14.1.4	They told the Buddha. …	NA
pli-tv-kd14:14.1.5	“Is it true, monks, that the monk Channa is acting like this?”	NA
pli-tv-kd14:14.1.6	“It’s true, sir.” …	NA
pli-tv-kd14:14.1.7	After rebuking him …	NA
pli-tv-kd14:14.1.8	the Buddha gave a teaching and addressed the monks:	NA
pli-tv-kd14:14.2.0	Definitions	NA
pli-tv-kd14:14.2.1	“Monks, there are four kinds of legal issues: legal issues arising from disputes; legal issues arising from accusations; legal issues arising from offenses; legal issues arising from business.	NA
pli-tv-kd14:14.2.2	What’s a legal issue arising from a dispute?	NA
pli-tv-kd14:14.2.3	It may be that monks are disputing, saying,	NA
pli-tv-kd14:14.2.4	‘This is the Teaching’, ‘This is contrary to the Teaching’, ‘This is the Monastic Law’, ‘This is contrary to the Monastic Law’, ‘This was spoken by the Buddha’, ‘This wasn’t spoken by the Buddha’, ‘This was practiced by the Buddha’, ‘This wasn’t practiced by the Buddha’, ‘This was laid down by the Buddha’, ‘This wasn’t laid down by the Buddha’, ‘This is an offense’, ‘This isn’t an offense’, ‘This is a light offense’, ‘This is a heavy offense’, ‘This is a curable offense’, ‘This is an incurable offense’, ‘This is a grave offense’, or ‘This is a minor offense.’	NA
pli-tv-kd14:14.2.5	In regard to this, whatever there is of quarreling, arguing, conflict, disputing, variety in opinion, difference in opinion, heated speech, or strife—	NA
pli-tv-kd14:14.2.6	this is called a legal issue arising from a dispute.	NA
pli-tv-kd14:14.2.7	What’s a legal issue arising from an accusation?	NA
pli-tv-kd14:14.2.8	It may be that monks accuse a monk of failure in morality, failure in conduct, failure in view, or failure in livelihood.	NA
pli-tv-kd14:14.2.9	In regard to this, whatever there is of accusations, accusing, allegations, blame, taking sides because of friendship, taking part in the accusation, or supporting the accusation—	NA
pli-tv-kd14:14.2.10	this is called a legal issue arising from an accusation.	NA
pli-tv-kd14:14.2.11	What’s a legal issue arising from an offense?	NA
